218.11.179.102 - - [16/Apr/2013:22:33:32 +0800] "GET /clim/images/climintro4.jpg HTTP/1.1" 200 29824 "http://image.baidu.com/i?ct=503316480&z=&tn=baiduimagedetail&word=%E9%BB%84%E6%B2%B3%E5%B9%B4%E5%BE%84%E6%B5%81%E9%87%8F%E5%8F%98%E5%8C%96%E5%9B%BE&ie=utf-8&in=25272&cl=2&lm=-1&st=&pn=3&rn=1&di=102610630350&ln=1046&fr=&fm=rs1&fmq=1366122791176_R&ic=&s=&se=&sme=0&tab=&width=&height=&face=&is=&istype=&hit=" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/7.3.2201.9 Safari/537.1"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/P1.gif HTTP/1.1" 200 166 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/P2.gif HTTP/1.1" 200 163 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/P3.gif HTTP/1.1" 200 159 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/L5.gif HTTP/1.1" 200 58 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/root.gif HTTP/1.1" 200 173 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/exit.gif HTTP/1.1" 404 224 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/folder.gif HTTP/1.1" 200 170 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/M0.gif HTTP/1.1" 200 159 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/M1.gif HTTP/1.1" 200 163 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/M2.gif HTTP/1.1" 200 159 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/folderopen.gif HTTP/1.1" 200 126 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/M3.gif HTTP/1.1" 200 156 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:03 +0800] "GET /sxzn/js/images_mz/file.gif HTTP/1.1" 200 942 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:05 +0800] "GET /sxzn/foreground/browseMetadata.action?id=20 HTTP/1.1" 200 15388 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:05 +0800] "GET /sxzn/js/MzTreeView10.js HTTP/1.1" 200 24098 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action?id=20" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:05 +0800] "GET /sxzn/js/images_mz/exit.gif HTTP/1.1" 404 224 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action?id=20" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:05 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
66.249.76.2 - - [16/Apr/2013:22:41:08 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=56 HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.76.4 - - [16/Apr/2013:22:41:09 +0800] "GET /sxzn/login.action;jsessionid=9C17F679C431FD552CEEF5FFBFBBAFF2 HTTP/1.1" 200 7450 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
61.185.190.203 - - [16/Apr/2013:22:41:13 +0800] "GET /sxzn/js/images_mz/exit.gif HTTP/1.1" 404 224 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:12 +0800] "GET /sxzn/foreground/browseMetadata.action HTTP/1.1" 200 25921 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action?id=20" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:13 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18172 "http://www.zxsxsample.com/sxzn/foreground/browseMetadata.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/point.gif HTTP/1.1" 200 134 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/new.gif HTTP/1.1" 200 1816 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/leftSubTitle_bg.gif HTTP/1.1" 200 53 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/new1.gif HTTP/1.1" 200 1724 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/icon.gif HTTP/1.1" 200 119 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
61.185.190.203 - - [16/Apr/2013:22:41:14 +0800] "GET /sxzn/images/options.png HTTP/1.1" 200 615 "http://www.zxsxsample.com/sxzn/index.action" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
